page_num,student_id
SOSS 61,144802
SOSS 62,142619
SOSS 62,144691
SOSS 63,145126
SOSS 63,145265
SOSS 64,134785
SOSS 64,142914
SOSS 65,142951
SOSS 65,143008
SOSS 66,144948
SOSS 66,143221
SOSS 67,144591
SOSS 67,143234
SOSS 68,143284
SOSS 68,143289
SOSS 69,143302
SOSS 69,144714
SOSS 70,143417
SOSS 70,144600
SOSS 71,134924
SOSS 71,143504
SOSS 72,143537
SOSS 72,134928
SOSS 73,143565
SOSS 73,143792
SOSS 74,143804
SOSS 74,143849
SOSS 75,144732
SOSS 75,145163
SOSS 76,143889
SOSS 76,143941
SOSS 77,143995
SOSS 77,144025
SOSS 78,144156
SOSS 78,144204
SOSS 79,144220
SOSS 79,144273
SOSS 80,144289
SOSS 80,144291
SOSS 81,144295
SOSS 81,144829
SOSS 82,144340
SOSS 89,145017
SOSS 89,140081
SOSS 90,130116
SOSS 90,145022
SOSS 91,140187
SOSS 91,140419
SOSS 92,144644
SOSS 92,140512
SOSS 93,120551
SOSS 93,140568
SOSS 94,140646
SOSS 94,140650
SOSS 95,140700
SOSS 95,140827
SOSS 96,140837
SOSS 96,141108
SOSS 97,121120
SOSS 97,141250
SOSS 98,141276
SOSS 98,141304
SOSS 99,141387
SOSS 99,131492
SOSS 100,141583
SOSS 100,141737
SOSS 101,141762
SOSS 101,134868
SOSS 102,144671
SOSS 102,144676
SOSS 103,124509
SOSS 103,144930
SOSS 104,142540
SOSS 104,142591
SOSS 105,142674
SOSS 105,142817
SOSS 106,142857
SOSS 106,143057
SOSS 107,143360
SOSS 107,143593
SOSS 108,143872
SOSS 108,143883
SOSS 109,143912
SOSS 109,143915
SOSS 110,144737
SOSS 110,144966
SOSS 111,144437
SOSS 111,144491
SOSS 117,130129
SOSS 117,144869
SOSS 118,145190
SOSS 118,140212
SOSS 119,140461
SOSS 119,140540
SOSS 120,140739
SOSS 120,134839
SOSS 121,134841
SOSS 121,145207
SOSS 122,144839
SOSS 122,141463
SOSS 123,141525
SOSS 123,111639
SOSS 124,141691
SOSS 124,144922
SOSS 125,144669
SOSS 125,145105
SOSS 126,122160
SOSS 126,134673
SOSS 127,142554
SOSS 127,144687
SOSS 128,142753
SOSS 128,132923
SOSS 129,144701
SOSS 129,133161
SOSS 130,145231
SOSS 130,143237
SOSS 131,144711
SOSS 131,143376
SOSS 132,135002
SOSS 132,145235
SOSS 133,144724
SOSS 133,143742
SOSS 134,144729
SOSS 134,144741
SOSS 135,144332
SOSS 135,145012
SOSS 136,144754
SOSS 143,144867
SOSS 143,140141
SOSS 144,130185
SOSS 144,114736
SOSS 145,144880
SOSS 145,140370
SOSS 146,140438
SOSS 146,140523
SOSS 147,140539
SOSS 147,140592
SOSS 148,140817
SOSS 148,141049
SOSS 149,141136
SOSS 149,144776
SOSS 150,144659
SOSS 150,141329
SOSS 151,141472
SOSS 151,141473
SOSS 152,131571
SOSS 152,141861
SOSS 153,145108
SOSS 153,142155
SOSS 154,142261
SOSS 154,142392
SOSS 155,142426
SOSS 155,134678
SOSS 156,142651
SOSS 156,132812
SOSS 157,144943
SOSS 157,144944
SOSS 158,142814
SOSS 158,142815
SOSS 159,142916
SOSS 159,142950
SOSS 160,143135
SOSS 160,143279
SOSS 161,134696
SOSS 161,143403
SOSS 162,143437
SOSS 162,133527
SOSS 163,143657
SOSS 163,133751
SOSS 164,145239
SOSS 164,145161
SOSS 165,143819
SOSS 165,143894
SOSS 166,144057
SOSS 166,144739
SOSS 167,144116
SOSS 167,144421
SOSS 170,140844
SOSS 170,140950
SOSS 171,132786
SOSS 176,140089
SOSS 176,145045
SOSS 177,145204
SOSS 177,141021
SOSS 178,141024
SOSS 178,141330
SOSS 179,121626
SOSS 179,144913
SOSS 180,131759
SOSS 180,144788
SOSS 181,144796
SOSS 181,144673
SOSS 182,134773
SOSS 182,142433
SOSS 183,144683
SOSS 183,134915
SOSS 184,144811
SOSS 184,143223
SOSS 185,143241
SOSS 185,144713
SOSS 186,143349
SOSS 186,133468
SOSS 187,143471
SOSS 187,143757
SOSS 188,135009
SOSS 188,144750
SOSS 189,145184
SOSS 189,135014
SOSS 192,140386
SOSS 192,140673
SOSS 193,140872
SOSS 193,141995
SOSS 194,142617
SOSS 194,144940
SOSS 195,142807
SOSS 195,143953
SOSS 199,140164
SOSS 199,145194
SOSS 200,140399
SOSS 200,141175
SOSS 201,144917
SOSS 201,141799
SOSS 202,142042
SOSS 202,142073
SOSS 203,142659
SOSS 203,142806
SOSS 204,144093
SOSS 204,144242
SOSS 220,144631
SOSS 220,140056
SOSS 221,140125
SOSS 221,145025
SOSS 222,140223
SOSS 222,144640
SOSS 223,140306
SOSS 223,140337
SOSS 224,140354
SOSS 224,130518
SOSS 225,145199
SOSS 225,144886
SOSS 226,140619
SOSS 226,145043
SOSS 227,140635
SOSS 227,140670
SOSS 228,140688
SOSS 228,145046
SOSS 229,144836
SOSS 229,140750
SOSS 230,144770
SOSS 230,140900
SOSS 231,145053
SOSS 231,140922
SOSS 232,145055
SOSS 232,140962
SOSS 233,141041
SOSS 233,141043
SOSS 234,141086
SOSS 234,141106
SOSS 235,141164
SOSS 235,141214
SOSS 236,141220
SOSS 236,131250
SOSS 237,141247
SOSS 237,141361
SOSS 238,141378
SOSS 238,144662
SOSS 239,141402
SOSS 239,145073
SOSS 240,141529
SOSS 240,134858
SOSS 241,145080
SOSS 241,141601
SOSS 242,141615
SOSS 242,145083
SOSS 243,141656
SOSS 243,141657
SOSS 244,145087
SOSS 244,141732
SOSS 245,144783
SOSS 245,141756
SOSS 246,144784
SOSS 246,141844
SOSS 247,145098
SOSS 247,145099
SOSS 248,141894
SOSS 248,141931
SOSS 249,141976
SOSS 249,144854
SOSS 250,142107
SOSS 250,142152
SOSS 251,142168
SOSS 251,142185
SOSS 252,145111
SOSS 252,142279
SOSS 253,142314
SOSS 253,142332
SOSS 254,142385
SOSS 254,142389
SOSS 255,145119
SOSS 255,144574
SOSS 256,142596
SOSS 256,144933
SOSS 257,144804
SOSS 257,144692
SOSS 258,144938
SOSS 258,142724
SOSS 259,142728
SOSS 259,145227
SOSS 260,144695
SOSS 260,144810
SOSS 261,142877
SOSS 261,145129
SOSS 262,142932
SOSS 262,145130
SOSS 263,142969
SOSS 263,144842
SOSS 264,145264
SOSS 264,143120
SOSS 265,143126
SOSS 265,143187
SOSS 266,133315
SOSS 266,143226
SOSS 267,143336
SOSS 267,143397
SOSS 268,143406
SOSS 268,143422
SOSS 269,143444
SOSS 269,143452
SOSS 270,145147
SOSS 270,145148
SOSS 271,143512
SOSS 271,143549
SOSS 272,144818
SOSS 272,134929
SOSS 273,143625
SOSS 273,143650
SOSS 274,143662
SOSS 274,143709
SOSS 275,143711
SOSS 275,145159
SOSS 276,143748
SOSS 276,145160
SOSS 277,143831
SOSS 277,145162
SOSS 278,145242
SOSS 278,143913
SOSS 279,143968
SOSS 279,144012
SOSS 280,144017
SOSS 280,144074
SOSS 281,144123
SOSS 281,144143
SOSS 282,144172
SOSS 282,144250
SOSS 283,144744
SOSS 283,144350
SOSS 284,144751
SOSS 284,134730
SOSS 285,144425
SOSS 285,144452
SOSS 292,140035
SOSS 292,140165
SOSS 293,144636
SOSS 293,140192
SOSS 294,140254
SOSS 294,144641
SOSS 295,140328
SOSS 295,140500
SOSS 296,140534
SOSS 296,145198
SOSS 297,140672
SOSS 297,140683
SOSS 298,144985
SOSS 298,131181
SOSS 299,141408
SOSS 299,141446
SOSS 300,144778
SOSS 300,144907
SOSS 301,141498
SOSS 301,131519
SOSS 302,141607
SOSS 302,145086
SOSS 303,134874
SOSS 303,141948
SOSS 304,141978
SOSS 304,132269
SOSS 305,142339
SOSS 305,144934
SOSS 306,144805
SOSS 306,145124
SOSS 307,142736
SOSS 307,145127
SOSS 308,142824
SOSS 308,142833
SOSS 309,142834
SOSS 309,143032
SOSS 310,143048
SOSS 310,145137
SOSS 311,133324
SOSS 311,143453
SOSS 312,143534
SOSS 312,143645
SOSS 313,143746
SOSS 313,145240
SOSS 314,143949
SOSS 314,144101
SOSS 315,144402
SOSS 315,144832
SOSS 324,140093
SOSS 324,144512
SOSS 325,134815
SOSS 325,130150
SOSS 326,140361
SOSS 326,145035
SOSS 327,140515
SOSS 327,124625
SOSS 328,140595
SOSS 328,140610
SOSS 329,145274
SOSS 329,140784
SOSS 330,141022
SOSS 330,141023
SOSS 331,131105
SOSS 331,141118
SOSS 332,134968
SOSS 332,141166
SOSS 333,141195
SOSS 333,141332
SOSS 334,141362
SOSS 334,141450
SOSS 335,145070
SOSS 335,131524
SOSS 336,131677
SOSS 336,141675
SOSS 337,141767
SOSS 337,141849
SOSS 338,141985
SOSS 338,142068
SOSS 339,142175
SOSS 339,142216
SOSS 340,112197
SOSS 340,142268
SOSS 341,142305
SOSS 341,142401
SOSS 342,142410
SOSS 342,142509
SOSS 343,142513
SOSS 343,144686
SOSS 344,134680
SOSS 344,142870
SOSS 345,142924
SOSS 345,142983
SOSS 346,143066
SOSS 346,145228
SOSS 347,143163
SOSS 347,143268
SOSS 348,143310
SOSS 348,143337
SOSS 349,143368
SOSS 349,143375
SOSS 350,143414
SOSS 350,133619
SOSS 351,133636
SOSS 351,144727
SOSS 352,143798
SOSS 352,143978
SOSS 353,134070
SOSS 353,144060
SOSS 354,144157
SOSS 354,144171
SOSS 355,144205
SOSS 355,144975
SOSS 356,124380
SOSS 361,140179
SOSS 361,140211
SOSS 362,140236
SOSS 362,120315
SOSS 363,140330
SOSS 363,140398
SOSS 364,145039
SOSS 364,144893
SOSS 365,144901
SOSS 365,145071
SOSS 366,131540
SOSS 366,145074
SOSS 367,141542
SOSS 367,141869
SOSS 368,145102
SOSS 368,142000
SOSS 369,142437
SOSS 369,142438
SOSS 370,145150
SOSS 370,124703
SOSS 371,134571
SOSS 371,134738
SOSS 385,140006
SOSS 385,140062
SOSS 386,140066
SOSS 386,130108
SOSS 387,140124
SOSS 387,140129
SOSS 388,140142
SOSS 388,140210
SOSS 389,140226
SOSS 389,140282
SOSS 390,144878
SOSS 390,140385
SOSS 391,130711
SOSS 391,140734
SOSS 392,140736
SOSS 392,140777
SOSS 393,140818
SOSS 393,140848
SOSS 394,144772
SOSS 394,140888
SOSS 395,140916
SOSS 395,140973
SOSS 396,141010
SOSS 396,141048
SOSS 397,131076
SOSS 397,141073
SOSS 398,145061
SOSS 398,145206
SOSS 399,141196
SOSS 399,141253
SOSS 400,141295
SOSS 400,141317
SOSS 401,141357
SOSS 401,111347
SOSS 402,141404
SOSS 402,141453
SOSS 403,131512
SOSS 403,141586
SOSS 404,131612
SOSS 404,145081
SOSS 405,141674
SOSS 405,141680
SOSS 406,141697
SOSS 406,141749
SOSS 407,141786
SOSS 407,141826
SOSS 408,141870
SOSS 408,144996
SOSS 409,141917
SOSS 409,141977
SOSS 410,132083
SOSS 410,145255
SOSS 411,132172
SOSS 411,142211
SOSS 412,142214
SOSS 412,145221
SOSS 413,142289
SOSS 413,142412
SOSS 414,142458
SOSS 414,142471
SOSS 415,144684
SOSS 415,132544
SOSS 416,142604
SOSS 416,142612
SOSS 417,142656
SOSS 417,142658
SOSS 418,142664
SOSS 418,142742
SOSS 419,142746
SOSS 419,142756
SOSS 420,142763
SOSS 420,144808
SOSS 421,142910
SOSS 421,142945
SOSS 422,142979
SOSS 422,133110
SOSS 423,143098
SOSS 423,143230
SOSS 424,134692
SOSS 424,143252
SOSS 425,141569
SOSS 425,133427
SOSS 426,143408
SOSS 426,143425
SOSS 427,143482
SOSS 427,143532
SOSS 428,143569
SOSS 428,133652
SOSS 429,143660
SOSS 429,143695
SOSS 430,143718
SOSS 430,143720
SOSS 431,143724
SOSS 431,144605
SOSS 432,143741
SOSS 432,144731
SOSS 433,143803
SOSS 433,143914
SOSS 434,143935
SOSS 434,143973
SOSS 435,144070
SOSS 435,144077
SOSS 436,144122
SOSS 436,144146
SOSS 437,144211
SOSS 437,144235
SOSS 438,144238
SOSS 438,144269
SOSS 439,144311
SOSS 439,144314
SOSS 440,144337
SOSS 440,144424
SOSS 441,134734
SOSS 441,134736
SOSS 442,144502
